r(2,0,0,2)
r(2,0,0,2)
r(4,0,0,2)
r(4,0,0,2)
w(3,1,1,3)
w(4,1,1,3)
w(4,2,1,3)
r(3,1,1,3)
r(3,1,1,3)
r(4,2,1,3)
r(3,1,1,3)
r(2,0,1,3)
w(4,3,2,5)
r(4,3,2,5)
r(5,0,2,5)
r(5,0,2,5)
r(1,0,3,7)
r(5,0,3,7)
r(2,0,3,7)
r(5,0,3,7)
r(5,0,3,7)
w(0,1,4,9)
r(2,0,4,9)
w(3,2,4,9)
r(2,0,4,9)
r(5,0,5,11)
w(0,2,5,11)
w(5,1,5,11)
r(3,2,5,11)
r(5,1,5,11)
w(5,2,5,11)
w(5,3,6,13)
r(3,2,6,13)
r(3,2,6,13)
r(5,3,6,13)
r(6,0,7,15)
r(6,0,7,15)
w(6,1,7,15)
r(6,1,7,15)
w(3,3,7,15)
r(6,1,8,17)
r(7,0,8,17)
r(1,0,8,17)
r(6,1,8,17)
r(6,1,8,17)
r(2,0,8,17)
w(2,1,9,19)
w(6,2,9,19)
w(6,3,9,19)
w(1,1,9,19)
r(6,3,9,19)
r(7,0,9,19)
r(6,3,9,19)
r(6,3,9,19)
r(8,0,10,21)
w(2,2,10,21)
w(7,1,10,21)
r(7,1,10,21)
r(8,0,11,23)
w(8,1,11,23)
w(8,2,11,23)
w(8,3,11,23)
r(7,1,11,23)
w(7,2,12,25)
r(7,2,12,25)
r(8,3,12,25)
w(7,3,12,25)
r(9,0,13,27)
r(9,0,13,27)
r(9,0,13,27)
r(10,0,13,27)
w(9,1,13,27)
r(9,1,13,27)
w(9,2,13,27)
r(9,2,13,27)
w(9,3,14,29)
w(10,1,14,29)
w(10,2,14,29)
r(10,2,14,29)
w(11,1,14,29)
r(1,1,14,29)
r(11,1,14,29)
r(10,2,14,29)
w(0,3,15,31)
w(11,2,15,31)
r(11,2,15,31)
w(2,3,15,31)
r(11,2,15,31)
r(11,2,16,33)
r(11,2,16,33)
r(11,2,16,33)
r(11,2,16,33)
r(11,2,16,33)
r(12,0,16,33)
w(10,3,16,33)
r(11,2,17,35)
w(11,3,17,35)
w(12,1,17,35)
r(13,0,17,35)
r(13,0,18,37)
r(10,3,18,37)
