w(4,1,4,1)
r(2,0,4,1)
w(4,2,4,1)
r(1,0,4,1)
w(4,3,4,1)
r(4,3,4,1)
r(3,0,4,1)
w(3,1,4,1)
r(4,3,14,3)
w(3,2,14,3)
w(5,1,14,3)
r(5,1,14,3)
w(5,2,14,3)
r(5,2,14,3)
r(5,2,18,6)
r(2,0,18,6)
w(5,3,18,6)
r(2,0,18,6)
r(5,3,18,6)
w(6,1,18,6)
w(6,2,18,6)
w(2,1,0,7)
r(6,0,0,7)
w(3,3,0,7)
r(3,3,0,7)
w(2,2,14,9)
r(3,3,14,9)
w(6,3,14,9)
r(6,3,14,9)
w(7,1,14,9)
w(7,2,8,11)
r(7,2,8,11)
w(7,3,8,11)
r(1,0,8,11)
r(7,3,1,13)
w(1,1,1,13)
r(0,0,1,13)
r(2,2,1,13)
r(7,3,1,13)
r(8,0,1,13)
w(8,1,1,13)
w(8,2,1,13)
r(7,3,19,15)
r(7,3,19,15)
r(9,0,19,15)
w(9,1,19,15)
w(8,3,19,15)
r(1,1,19,15)
r(10,0,19,15)
w(9,2,10,17)
w(10,1,10,17)
w(2,3,10,17)
r(9,2,10,17)
w(10,2,19,19)
r(9,2,19,19)
r(9,2,19,19)
w(9,3,19,19)
r(10,2,19,19)
r(10,2,9,21)
r(12,0,9,21)
r(10,2,9,21)
w(1,2,9,21)
w(12,1,9,21)
r(1,2,9,21)
r(10,2,9,21)
r(11,0,9,21)
r(12,1,14,23)
r(12,1,14,23)
w(11,1,14,23)
w(12,2,14,23)
w(12,3,14,23)
r(12,3,14,23)
r(12,3,14,23)
w(10,3,17,25)
r(12,3,17,25)
r(1,2,17,25)
w(11,2,17,25)
w(13,1,17,25)
w(13,2,18,27)
w(13,3,18,27)
r(13,3,18,27)
r(11,2,18,27)
r(11,2,18,27)
w(11,3,10,29)
w(14,1,10,29)
r(15,0,10,29)
w(14,2,10,29)
r(11,3,10,29)
r(15,0,6,35)
w(15,3,6,35)
r(18,0,6,35)
r(16,0,6,35)
w(16,3,6,35)
w(17,1,0,37)
r(16,3,0,37)
w(17,2,0,37)
r(18,0,0,37)
r(1,2,0,37)
w(17,3,7,39)
r(19,0,7,39)
r(1,2,7,39)
w(19,1,7,39)
r(16,3,7,39)
r(18,0,12,41)
w(19,2,12,41)
r(1,2,12,41)
r(18,0,12,41)
r(19,2,12,41)
r(18,0,12,41)
w(19,3,9,43)
w(18,1,9,43)
r(20,0,9,43)
w(20,1,9,43)
w(20,2,9,43)
r(20,2,9,43)
w(20,3,9,43)
r(0,0,19,45)
r(18,1,19,45)
w(22,1,19,45)
w(22,2,19,45)
w(22,3,15,47)
r(22,3,15,47)
r(18,1,15,47)
r(18,1,15,47)
w(18,2,15,47)
w(18,3,1,49)
w(0,1,1,49)
r(22,3,1,49)
r(21,0,1,49)
r(1,2,3,51)
r(21,0,3,51)
w(21,1,3,51)
r(23,0,3,51)
r(24,0,3,51)
w(23,1,3,51)
w(24,1,3,51)
r(23,1,3,51)
r(23,1,18,53)
r(24,1,18,53)
r(23,1,18,53)
w(23,2,18,53)
w(24,2,11,55)
r(24,2,11,55)
r(23,2,11,55)
w(21,2,11,55)
r(24,2,11,55)
r(24,2,11,55)
r(24,2,18,57)
r(21,2,18,57)
w(21,3,18,57)
r(24,2,18,57)
r(21,3,13,59)
r(23,2,13,59)
w(24,3,13,59)
r(1,2,13,59)
r(24,3,13,61)
w(23,3,13,61)
r(26,0,13,61)
w(27,1,13,61)
r(26,0,12,63)
w(26,1,12,63)
w(26,2,12,63)
w(26,3,12,63)
r(27,1,12,63)
r(25,0,12,63)
r(27,1,12,63)
r(26,3,12,63)
r(27,1,8,65)
w(27,2,8,65)
r(26,3,8,65)
w(0,2,8,65)
r(26,3,6,67)
r(26,3,6,67)
r(27,2,6,67)
w(29,1,6,67)
w(25,1,6,67)
r(29,1,6,67)
w(27,3,10,69)
r(27,3,10,69)
w(29,2,10,69)
r(30,0,10,69)
r(30,0,10,69)
r(25,1,10,69)
w(28,1,10,69)
r(30,0,10,69)
w(30,1,3,71)
r(29,2,3,71)
r(30,1,3,71)
r(30,1,3,71)
w(29,3,3,71)
r(29,3,3,71)
w(30,2,3,71)
w(30,3,3,71)
w(31,1,13,73)
r(31,1,13,73)
r(31,1,13,73)
w(31,2,13,73)
r(25,1,13,73)
w(31,3,14,75)
r(25,1,14,75)
r(32,0,14,75)
w(25,2,14,75)
w(32,1,14,75)
r(32,1,14,75)
r(32,1,4,77)
w(32,2,4,77)
r(32,2,4,77)
r(33,0,4,77)
w(28,2,4,77)
r(32,2,4,77)
r(32,2,4,77)
r(32,2,8,79)
w(33,1,8,79)
w(33,2,8,79)
r(33,2,8,79)
w(33,3,8,79)
r(32,2,8,79)
r(33,3,8,79)
r(32,2,11,81)
r(32,2,11,81)
r(32,2,11,81)
w(28,3,11,81)
r(32,2,11,81)
r(25,2,11,81)
w(32,3,11,81)
r(32,3,10,83)
w(0,3,10,83)
r(32,3,10,83)
r(33,3,10,83)
r(25,2,12,85)
r(34,0,12,85)
w(34,1,12,85)
r(34,1,12,85)
w(34,2,12,85)
w(35,1,12,85)
w(34,3,12,85)
r(35,1,12,85)
w(36,1,1,87)
w(35,2,1,87)
r(36,1,1,87)
w(36,2,1,87)
w(36,3,2,89)
r(37,0,2,89)
r(37,0,2,89)
r(37,0,2,89)
r(37,0,18,91)
w(35,3,18,91)
w(37,1,18,91)
w(37,2,18,91)
w(37,3,0,93)
r(35,3,0,93)
w(38,1,0,93)
r(35,3,0,93)
w(39,1,0,93)
r(39,1,4,95)
r(35,3,4,95)
r(39,1,4,95)
r(39,1,4,95)
r(39,1,4,95)
w(39,2,4,95)
r(40,0,4,95)
w(40,1,4,95)
w(40,2,6,97)
r(39,2,6,97)
r(40,2,6,97)
r(40,2,6,97)
w(38,2,6,97)
w(40,3,2,99)
r(25,2,2,99)
r(38,2,2,99)
r(38,2,2,99)
r(39,2,2,99)
r(39,2,2,99)
r(25,2,2,99)
r(39,2,2,99)
w(42,1,14,101)
r(39,2,14,101)
w(39,3,14,101)
w(38,3,14,101)
r(39,3,19,103)
w(25,3,19,103)
r(39,3,19,103)
r(39,3,19,103)
r(43,0,10,105)
r(43,0,10,105)
w(43,1,10,105)
w(43,2,10,105)
w(43,3,12,107)
w(44,1,12,107)
r(44,1,12,107)
w(44,2,12,107)
r(42,1,12,107)
r(44,2,10,109)
w(42,2,10,109)
r(44,2,10,109)
r(44,2,10,109)
w(44,3,10,109)
w(45,1,10,109)
w(45,2,0,111)
r(42,2,0,111)
r(41,0,0,111)
w(45,3,0,111)
r(42,2,7,113)
r(25,3,7,113)
r(45,3,7,113)
w(46,1,7,113)
r(46,1,7,113)
w(46,2,7,113)
r(46,2,11,115)
w(46,3,11,115)
r(46,3,11,115)
w(48,1,11,115)
r(49,0,11,115)
w(42,3,11,115)
r(49,0,0,118)
w(49,1,0,118)
w(48,2,0,118)
w(50,1,0,118)
r(49,1,0,118)
r(49,1,18,121)
w(50,2,18,121)
r(49,1,18,121)
r(48,2,18,121)
r(48,2,18,121)
w(48,3,4,123)
r(50,2,4,123)
r(51,0,4,123)
r(47,0,4,123)
r(51,0,4,123)
w(50,3,4,123)
w(52,1,4,123)
r(47,0,0,125)
w(47,2,0,125)
w(52,2,0,125)
r(50,3,0,125)
w(51,1,0,125)
w(51,2,0,125)
r(52,2,0,125)
w(51,3,0,125)
r(47,2,8,127)
r(54,0,8,127)
r(52,2,8,127)
w(53,1,8,127)
w(41,1,8,127)
w(53,2,8,127)
r(53,2,8,127)
r(53,2,8,127)
r(54,0,6,129)
r(52,2,6,129)
w(54,1,6,129)
w(54,2,6,129)
w(53,3,6,129)
r(52,2,16,131)
r(54,2,16,131)
r(54,2,16,131)
r(55,0,16,131)
r(55,0,16,131)
w(54,3,16,131)
r(55,0,16,131)
w(55,1,0,135)
r(56,0,0,135)
r(55,1,0,135)
r(55,1,0,135)
r(56,0,0,135)
w(55,2,0,135)
w(56,1,0,135)
w(56,2,0,135)
r(57,0,15,137)
w(57,1,15,137)
w(58,1,15,137)
r(57,1,15,137)
w(41,2,15,137)
w(58,2,16,139)
w(58,3,16,139)
w(57,2,16,139)
r(52,2,16,139)
w(57,3,8,141)
r(61,0,8,141)
r(61,0,8,141)
w(61,1,8,141)
w(61,2,8,141)
w(59,1,12,143)
r(61,2,12,143)
r(58,3,12,143)
r(61,2,12,143)
r(61,2,16,145)
w(61,3,16,145)
r(61,3,16,145)
r(58,3,16,145)
w(41,3,16,145)
r(59,1,16,148)
w(62,1,16,148)
r(58,3,16,148)
w(59,2,16,148)
w(65,2,4,153)
r(65,2,4,153)
w(65,3,4,153)
r(65,3,4,153)
w(68,1,4,153)
r(60,0,17,155)
w(68,2,17,155)
r(68,2,17,155)
r(66,0,17,155)
w(68,3,17,155)
r(68,3,17,155)
w(66,1,17,155)
r(66,1,17,155)
r(66,1,14,157)
w(69,1,14,157)
r(69,1,14,157)
w(66,2,14,157)
w(66,3,16,159)
r(66,3,16,159)
w(69,2,16,159)
r(69,2,16,159)
r(69,2,16,159)
r(66,3,16,159)
r(60,0,16,159)
r(69,2,16,159)
w(69,3,16,161)
r(70,0,16,161)
w(70,1,16,161)
r(67,0,16,161)
r(70,1,16,161)
r(60,0,1,163)
w(71,1,1,163)
r(70,1,1,163)
w(70,2,1,163)
r(70,2,1,163)
w(67,1,1,163)
r(71,1,1,163)
w(71,2,1,163)
r(71,2,2,165)
w(71,3,2,165)
w(70,3,2,165)
r(72,0,2,165)
r(67,1,17,167)
r(72,0,17,167)
w(67,2,17,167)
w(67,3,17,167)
r(73,0,17,167)
r(73,0,17,167)
r(72,0,1,169)
w(72,1,1,169)
r(73,0,1,169)
w(72,2,1,169)
w(72,3,1,169)
r(60,0,1,169)
r(74,0,9,171)
w(74,1,9,171)
w(73,1,9,171)
r(74,1,9,171)
r(67,3,9,171)
r(74,1,9,173)
r(74,1,9,173)
r(74,1,9,173)
r(74,1,9,173)
r(73,1,9,173)
w(74,2,9,173)
r(74,2,9,173)
r(73,1,9,173)
w(74,3,12,175)
w(73,2,12,175)
r(73,2,12,175)
r(74,3,12,175)
w(73,3,12,175)
r(74,3,0,177)
w(75,1,0,177)
r(76,0,0,177)
