r(4,0,4,1)
w(2,1,4,1)
r(4,0,4,1)
r(4,0,4,1)
r(1,0,2,3)
w(4,1,2,3)
r(3,0,2,3)
r(2,1,2,3)
r(4,1,2,3)
r(1,0,2,3)
r(4,1,2,3)
w(4,2,2,3)
r(3,0,15,5)
r(2,1,15,5)
w(3,1,15,5)
w(4,3,15,5)
r(3,1,15,5)
r(3,1,13,7)
w(5,1,13,7)
w(5,2,13,7)
r(3,1,13,7)
w(2,2,0,10)
r(2,2,0,10)
r(3,1,0,10)
r(2,2,0,10)
w(3,2,0,10)
r(5,2,0,10)
r(2,2,5,13)
r(3,2,5,13)
r(3,2,5,13)
r(5,2,5,13)
w(1,1,19,15)
w(5,3,19,15)
r(5,3,19,15)
r(3,2,19,15)
w(6,1,19,15)
r(5,3,19,15)
r(5,3,6,17)
r(3,2,6,17)
r(7,0,6,17)
w(7,1,6,17)
w(6,2,6,17)
w(6,3,6,17)
w(7,2,6,17)
w(7,3,13,19)
r(6,3,13,19)
w(8,1,13,19)
r(1,1,13,19)
w(9,1,13,19)
w(8,2,9,21)
r(9,1,9,21)
r(8,2,9,21)
w(1,2,9,21)
w(9,2,9,21)
r(9,2,9,21)
r(9,2,9,21)
r(9,2,13,23)
r(9,2,13,23)
r(1,2,13,23)
r(3,2,13,23)
r(1,2,13,23)
r(3,2,13,23)
w(9,3,13,23)
r(8,2,5,25)
r(3,2,5,25)
r(1,2,5,25)
w(3,3,5,25)
r(9,3,5,25)
r(9,3,11,27)
r(3,3,11,27)
w(10,1,11,27)
r(3,3,11,27)
r(1,2,9,29)
r(0,0,9,29)
r(8,2,9,29)
r(1,2,9,29)
r(10,1,9,29)
r(10,1,9,29)
w(10,2,9,29)
w(10,3,11,31)
r(8,2,11,31)
r(12,0,11,31)
r(11,0,11,31)
r(12,0,11,31)
r(11,0,11,31)
w(12,1,11,31)
r(12,1,11,31)
r(0,0,7,33)
w(8,3,7,33)
r(11,0,7,33)
r(12,1,7,33)
w(12,2,7,33)
r(11,0,7,33)
w(11,1,1,35)
r(12,2,1,35)
r(12,2,1,35)
r(11,1,1,35)
r(11,1,1,35)
r(1,2,18,37)
r(12,2,18,37)
r(12,2,18,37)
r(12,2,18,37)
w(12,3,18,39)
r(11,1,18,39)
w(1,3,18,39)
w(11,2,18,39)
r(13,0,18,39)
w(13,1,18,39)
w(11,3,18,39)
r(13,1,14,41)
r(13,1,14,41)
r(13,1,14,41)
r(0,0,14,41)
r(13,1,14,41)
r(15,0,19,45)
r(1,3,19,45)
w(15,2,19,45)
w(15,3,19,45)
r(0,0,19,45)
w(17,1,19,45)
w(14,3,19,45)
r(14,3,4,47)
w(17,2,4,47)
r(16,0,4,47)
r(17,2,4,47)
r(17,2,8,51)
w(17,3,8,51)
w(19,1,8,51)
w(0,1,8,51)
w(18,1,17,53)
w(18,2,17,53)
w(18,3,17,53)
r(16,0,17,53)
w(16,1,17,53)
r(16,1,7,55)
r(21,0,7,55)
w(20,1,7,55)
r(21,0,7,55)
w(20,2,7,55)
w(21,1,18,57)
w(21,2,18,57)
r(20,2,18,57)
r(16,1,18,57)
w(20,3,18,57)
r(16,1,18,57)
w(22,2,17,61)
w(22,3,17,61)
w(24,1,17,61)
w(24,2,17,61)
r(24,2,17,61)
r(1,3,17,61)
w(0,2,17,61)
r(24,2,4,63)
w(24,3,4,63)
r(24,3,4,63)
r(23,0,4,63)
r(16,1,4,63)
r(24,3,4,63)
r(24,3,12,65)
w(25,1,12,65)
r(23,0,12,65)
w(25,2,12,65)
w(16,3,12,65)
w(25,3,12,65)
r(23,0,17,67)
w(0,3,17,67)
r(27,0,17,67)
r(26,0,17,67)
r(27,0,17,67)
r(27,0,17,67)
r(23,0,17,67)
r(23,0,1,69)
w(27,1,1,69)
r(27,1,1,69)
w(23,1,1,69)
w(27,2,1,69)
r(23,1,8,71)
w(26,1,8,71)
r(26,1,8,71)
r(27,2,8,71)
r(27,2,8,71)
w(27,3,8,71)
r(27,3,8,71)
r(27,3,8,71)
r(27,3,3,73)
r(23,1,3,73)
r(23,1,3,73)
r(28,0,3,73)
w(28,1,3,73)
w(28,2,3,73)
r(28,2,3,73)
w(28,3,3,73)
r(28,3,14,75)
w(26,2,14,75)
r(23,1,14,75)
r(28,3,14,75)
r(28,3,17,77)
r(28,3,17,77)
r(29,0,17,77)
r(28,3,17,77)
r(30,0,4,79)
r(30,0,4,79)
r(23,1,4,79)
r(23,1,4,79)
w(26,3,4,79)
r(30,0,4,79)
w(30,1,4,79)
w(30,2,12,81)
r(23,1,12,81)
w(30,3,12,81)
w(29,1,12,81)
r(23,1,12,81)
w(23,2,12,81)
r(26,3,12,81)
r(32,0,12,81)
w(23,3,8,83)
w(32,1,8,83)
w(32,2,8,83)
r(23,3,8,83)
r(32,2,8,83)
r(23,3,13,85)
r(32,2,13,85)
w(33,1,13,85)
r(32,2,13,85)
w(32,3,13,85)
w(29,2,13,85)
r(34,0,13,85)
w(34,1,9,87)
r(34,1,9,87)
r(34,1,9,87)
w(33,2,9,87)
w(29,3,9,87)
w(33,3,18,89)
w(34,2,18,89)
r(33,3,18,89)
